sentence_id	sentence	polarity
859070452	You know, I think a lot of times, for me at least, it is all the "additives" they are putting into our food.	NEGATIVE
1255093517	There are so many "chemicals" now, and no one really knows if they are allergic to them until it is too late.	NEGATIVE
1511392633	Oh, yes, Benadryl really will help.	POSITIVE
690707569	 Sometimes a bit of breakthrough burning with the GERD will occur because of the food sensitvities, even though I'm pretty careful.	NEUTRAL
384580596	 Benadryl really helps with this, too.	POSITIVE
1859806270	 It also helps when I get that slight feeling like I'm trying to swallow a hard rubber ball I get from all these allergies.	POSITIVE
454246422	 I hadn't thought of buying the liquid, but even the adult pills will work for me.	POSITIVE
1367932666	 It just takes longer, as was mentioned.	NEGATIVE
1694017081	 I have to stick with what I can afford, but I do understand the reasoning for the liquid.	NEUTRAL
701781316	Here's a link to Benadryl - they have coupon offers - https://www.benadryl.com/coupons C~	NEUTRAL
31129456522	Thanks	POSITIVE
1513278647	My husband had very similar symptoms and was recently diagnosed with a fairly newly discovered cause of beef pork and lamb allergy from a tick bite.	NEUTRAL
2107287381	If you google red meat allergies it will come up.	NEUTRAL
876017638	Hope this helps.	NEUTRAL
1550074943	Hi, From your long history it seems that due to long suffering of the disease you have got Anxiety neurosis causing all problems.	NEUTRAL
978639259	In hypothyroid this type of symptoms is common so see that your thyroid is under control.	NEUTRAL
1132723300	Go for routine check up for thyroid and adjust the dose of medicine accordingly.	NEUTRAL
1779247843	Once thyroid is all right your most of the symptoms will go.	NEUTRAL
891826148	If you have still problem you consult psychiatrist for anxiety neurosis.	NEUTRAL
1810029893	Wish you speedy recovery.	POSITIVE
886360443	Hello, Understand your predicament.	NEUTRAL
278001608	However, the diagnosis of allergy is difficult to prove or refute.	NEUTRAL
1734916913	Clinical suspicion and trial of elimination diets are used.	NEUTRAL
986454665	An allergy specialist might be able to help you.	NEUTRAL
2037456799	You can start by maintaining a food dairy and record those specific items that are inducing your symptoms.	NEUTRAL
189068012	This will help to narrow down the search.	POSITIVE
233651088	He may identify the allergen by skin testing and help to desensitize you.	POSITIVE
532073584	 Hope This Helped and Do Keep Us Posted!!	POSITIVE
622123056	Thank you for your advice and I appreciate your interest in helping to identify this mystery.	POSITIVE
120830511	About 1 year ago, my daughter's NMD administered a blood test for food allergy (FoodStats Antibody Assessment) by US BioTek using "Standard Food Panel IgG".	NEUTRAL
1894914506	The test results indicated a number of sensitivities and those foods have been avoided since then.	NEUTRAL
2118552042	There are a few that are rotational and those are closely monitored using a calendar.	NEUTRAL
1721320560	She has a growing number of sensitivities since this test and her doctor asked her to do an experiment at our local health food store where we purchase many of our produce.	NEUTRAL
297887411	As an example, there is one type of apple that was grown by the same company but in a different location.	NEUTRAL
1438218903	She could touch one and not have any tremors but when touching the other, she experienced tremors.	NEGATIVE
235242124	This remained consistent even 1 week later.	NEUTRAL
53208967	This also happens on other produce.	NEUTRAL
317194806	Lastly, she was in the hospital for pneumonia in April 2011.	NEGATIVE
1234376236	The doctor ordered IV antibiotics to be administered.	NEUTRAL
854229928	There were two different antibiotic IV bags to be given, but when she touched one bag, she had violent muscle spasms over the whole body which tripped the heart monitor and read greater than 140 bpm.	NEGATIVE
1017964497	The nurses had never seen this and didn't know what to do until we instructed them to take the bag away quickly.	NEUTRAL
498975624	The tremors or muscle spasms subsided, heart rate went back to normal, and muscle spasms stopped.	POSITIVE
934253730	The other antibiotic bag did not produce any tremors and was administered without any problems.	POSITIVE
1427662674	Thanks, Rick &amp; Jenny	POSITIVE
31368484	I wanted to check in on this to see if there was any updates on your daughter?	NEUTRAL
863043035	 Hope everything is ok.	POSITIVE
1009150159	As of August 23, there has been little change.	NEUTRAL
54137841	The tremors still exist when certain foods, drinks or supplements  that her body does not agree with.	NEGATIVE
904327824	If we could only get some clue as to what the cause may be.	NEUTRAL
90321911	Last week, she did the top of the line parasite test and sent it off to the lab (Genova Diagnostics).	NEUTRAL
1460299314	Dr. thinks maybe parasites are robbing her of nutrients.	NEUTRAL
1746410368	We should have results back in a couple of weeks.	NEUTRAL
420590295	Cold laser by her chiropractor has been the most effective help.	POSITIVE
2042720264	I'll keep updating as we learn more.	NEUTRAL
1369690469	Thanks for your interest.	POSITIVE
232869269	My daughter has to be very careful with fruits, too.	NEGATIVE
1537179845	 One brand of a fruit is ok but another one will cause severe allergic reactions.	NEGATIVE
1427231631	 Organic apples usually are okay, and all others are not which makes us really wonder about pesticides in her case.	NEUTRAL
1476378624	When you mention the bag of antibiotics, this is a long shot -- but, can you find the manufacturer of the two bags and see if one contained latex and the other did not?	NEUTRAL
1602685120	 If she happens to be severely latex allergic, that type of allergy can cross-react into dozens of foods and be hidden in products.	NEUTRAL
728240318	 Latex continues to get worse and not better with repeated exposure.	NEGATIVE
1714512304	 Just a thought if they didn't do a RAST test for Latex.	NEUTRAL
1729102409	My daughter, when she was 8, did a total food elimination diet as Dr. Paderla Anitha, DNB  has suggested .. we found out her culprit was the tyramine in chocolate causing migraine headaches and severe joint pain and inflammation along with cognitive issues.	NEUTRAL
206364252	 She, also was severe intolerant to almost 20 foods.	NEUTRAL
1363862468	 Today she has issues with the chocolate still, but has outgrown most her food issues only to be replaced with serious bee sting allergy.	NEUTRAL
157327649	Keep us posted .... we are here for you.	NEUTRAL
1217096894	C~	POSITIVE
1468129626	Argh, yes definitely let us know the parasite results.	NEUTRAL
1277165005	 It's very frustrating when it is trial and error like this I am sure.	NEGATIVE
239153832	 Keep us posted.	NEUTRAL
148921609	Thanks for all the responses from everyone.	POSITIVE
1754823534	Jenny recently had a very complex and expensive parasite test from a specialty lab and they found not one single trace of parasite or parasite eggs.	NEUTRAL
1948493053	They did note she has a "malabsorption" problem as she can't seem to absorb nutrients.	NEGATIVE
517991047	She also has NO probiotics in her system and a plant derived probiotic that her doctor gave her yesterday was OK for about 1 hr.	NEUTRAL
1268535579	Then, her body temperature dropped about 1 degree and she now has severe tremors just touching the bottle.	NEGATIVE
1739811697	We remove the contents from the capsule and she was able to touch the capsule with no problem.	POSITIVE
1171683592	However, when she touched the probiotics, she had tremors and they would not go away until she washed her hands.	NEGATIVE
897773364	We'll keep doing a nightly research and hope to find an answer.	NEUTRAL
434877268	We certainly appreciate your comments and suggestions.	POSITIVE
1371788203	Rick &amp; Jenny	NEUTRAL
619175858	Thanks so much for keeping us posted on this.	POSITIVE
1761150866	 I am certainly at a loss for a solution so I do hope you find out something more soon.	NEUTRAL
755427797	Can Latex cause tremors??	NEUTRAL
1938181614	 I recently was seen in the ER for a unrelated issue and after an IV was flushed with normal saline I began to have a severe tremor.	NEGATIVE
1548202628	 A rash formed on my chest and my heart rate shot up over 200.	NEGATIVE
894793342	 It was the worst thing ever.	NEGATIVE
455338516	 They kept telling me I couldn't be allergic to the saline, but every time they gave me meds threw the IV with in minutes it would all come back!	NEGATIVE
984997470	 It took two weeks of a round the clock benadryl when I got home before the tremor went away.	NEUTRAL
11045025	 Could this be the cause?	NEUTRAL
760657871	 Maybe latex in the iv tubing???	NEUTRAL
232957807	 How can I find out what brand tubing was used to even look it up?	NEUTRAL
285560298	This past year or so we have noticed an increase in heartburn when my husband eats wheat.	NEGATIVE
840155266	 For example Co-Co wheaties which is just warmed up wheat gives him excruciating heartburn.	NEGATIVE
1893453109	 Is this because of the wheat or the food just irritating the heartburn?	NEUTRAL
1380448987	 This is without butter and without milk, just water, and a teaspoon of sugar.	NEUTRAL
2133419354	 Interested to hear others experiences with this.	NEUTRAL
530646851	It may be allergies.	NEUTRAL
937844856	I get mild to severe heartburn when I ingest somethings that I am not aware that I am allergic to...	NEGATIVE
643588180	We always passed it off as heartburn and not something more, but yes now I am wondering if its actually an allergy.	NEGATIVE
385646709	 When I think allergy I think swollen face or throat or watery eyes and sneezing.	NEUTRAL
568407618	 I don't always think of heartburn lol  I'm glad to hear someone else has experienced this too.	NEUTRAL
99841490	 Do you notice any food triggers for you that cause this?	NEUTRAL
601428419	Oh my, yes, food allergies are not just the "anaphylatic shock" They can show themselves in so many forms, it is unbelievable.	NEGATIVE
1776440449	Mine show up as anxiety attacks and weight gain, some cause an occasional irregular heart beat as well.	NEGATIVE
754364795	This is one reason they are so difficult to diagnose.	NEGATIVE
843757700	 Heartburn and GI disturbances are definite ramifications of food allergies by the way.	NEUTRAL
1952421565	Some of the foods that trigger my reactions are wheat, whey, eggs, the list is long, but these are the more common ones.	NEGATIVE
1655455253	I have never had an anaphylatic shock from any, the the good Lord, but, sure have had other symptoms that make a person miserable.	NEGATIVE
1381380400	I notice I can stiil eat these foods once in a while, but, if I eat them all the time, then the "fun" begins.	NEGATIVE
442877924	Thanks so much for posting that--- and you are so right when I think food allergy I commonly think throat swelling up or rash.	NEUTRAL
400847809	 And now I am definitely looking more into this as a solution for my husband.	NEUTRAL
1569363463	 It's one thing when you eat something spicy or greasy and you get heartburn, but another thing when you eat something just wheat based and it causes severe heartburn.	NEGATIVE
995980230	I'm going to have to start keeping a food journal of trigger foods.	NEUTRAL
562811974	 I am curious do you notice that eating too much meat adds to the Heartburn or GI issue along with your allergies?	NEUTRAL
1020680421	My kids get bad reflux/heartburn from foods that they are intolerant to .. they call it an intolerance for them because all tests are negative but they get this reflux and/or GI symptoms, too.	NEGATIVE
2065093828	 Milk, for them, is a huge trigger.	NEUTRAL
1019501236	C~	NEGATIVE
2140054510	Here is an interesting point to, we used to live by a Morning Fresh Dairy farm where they delivered fresh milk to our doorstep.	NEUTRAL
907948206	 It was the best thing ever, our family loved it.	POSITIVE
1540084678	 We even had cream top milk where they let the cream stay natural and be at the top of the bottles.	POSITIVE
2138158883	 My husband was not affected by this milk at all.	POSITIVE
1623127101	 Once he has commercial milk, the kind sold in grocery stores, he gets heartburn.	NEGATIVE
101584904	I have never liked milk even when I was little it was always just something that made me cringe, so definitely had to find an alternative.	NEGATIVE
1153664047	 I do say that I have stopped giving my boys soy milk and including myself because of the phytoestrogens.	NEUTRAL
1744069197	I just bought some Flaxseed milk for the first time, so I am going to try that and see what I think.	NEUTRAL
136765084	 I will be sure to let everyone know how it is.	NEUTRAL
628112303	I have found this as well with Wheat, and eggs.	NEUTRAL
845368008	The heartburn does not seem to last very long though.	NEUTRAL
356387317	But I agree with others, it seems to be when I am eating foods that I am intolerant too	NEUTRAL
1393649241	And what is interesting is this can go beyond normal foods--- I got heartburn the other day from chewing a gum that had aspartame in it, that was awful!	NEGATIVE
839977884	 I usually never chew gum with the aspartame in it or phenyltronics ( not sure of spelling) and I did because I was desperate and it was horrible.	NEGATIVE
1818167665	 Also had this happen several times with toothpaste.	NEUTRAL
1830594723	 I can't help but wonder if it is the preservatives in foods and or products that react to the body in such a way.	NEGATIVE
340456592	Speaking of gum did you know that Chiclets used to use latex?!	NEUTRAL
957608464	 The original one had latex in it as an aid for it to be "gum" !	NEUTRAL
2103746667	It doesn't surprise me at all that Aspartame gives you heartburn.	NEGATIVE
1471242500	 It does the same thing to me.	NEUTRAL
1179309855	 Stevia is the only artificial sweetener that Mercola considers to be "safe", but it makes my stomach burn, too.	NEGATIVE
1746459158	 So does anything with soy in it.	NEUTRAL
724810112	 There are quite a few articles on Mercola's site about artficial sweeteners, too.	NEUTRAL
1561709405	 Consider yourself fortunate in a way about the Aspartame allergy, because it will discourage you from using something that is harmful to your health.	POSITIVE
1734261654	 I had to take prescription strength Benadryl this morning because of some delayed reaction to something that was making it impossible to sleep because of the reflux.	NEGATIVE
552835479	 Conventional medicine would write this off and say that GERD is simply the over production of stomach acid.	NEUTRAL
684863962	 Well, actually, that's over-simplifying GERD.	NEGATIVE
1250841383	 I took the Benadryl, because it's better than reaching for the PPI meds that shut off the stomach acid and are so bad for a person's health when used long-term.	NEUTRAL
1598362826	 They actually cause the stomach to start churning out even more acid in the long run, too, because the stomach will notice the missing acid and over compensate.	NEUTRAL
1702717236	  I actually have quite a long list of foods that do this to me.	NEUTRAL
1654634520	 The majority of my food sensitivities cause this reaction.	NEGATIVE
807480954	 Avoiding the worst offenders is the only way I have any real control over the symptoms.	POSITIVE
1971130030	If you're close enough to get to Trader Joe's, they have the most affordable rice pasta you can find.	POSITIVE
1789970862	 It costs about half the price that the same kind of pasta costs in the other chain stores.	POSITIVE
934852397	 I find the rice pasta to be better than the rice tortillas or the rice breads, because the rice tortillas and the rice bread tend to crumble apart.	POSITIVE
194489787	 They don't taste bad, but they do fall apart.	NEGATIVE
1086736705	 It's the gluten in traditional breads that keeps this from happening.	NEUTRAL
1920925437	  Actually, I knew that all chewing gum used to be made with latex.	NEUTRAL
584741316	 Actually, I did a bit of research on some modern day ingredients of these gums and found out that many do still use a form of latex.	NEUTRAL
1875851171	 It just isn't called "latex" after the alterations the scientists have done with it.	NEUTRAL
961272498	 I used to chew gum as a kid, but now it all bothers me.	NEGATIVE
229946633	 I don't think it's just one ingredient that bothers me.	NEGATIVE
406795682	 But, I have TMJ issues any more, so I don't enjoy chewing gum any more anyway.	NEGATIVE
2122474494	 Mercola explained something interesting about chewing gum that I had no idea about when I was a a kid.	NEUTRAL
475300094	 He said that chewing gum can actually cause an acceleration of the decrease in digestive enzymes that all people get as we age.	NEGATIVE
190479365	 So, this decrease happens at a much faster rate when people chew a lot of gum than if they don't.	NEGATIVE
28997300	 None of us knew that back when I was a kid who chewed gum.	NEGATIVE
477903464	I had no idea about the latex :(  I love Dr. Mercola site and the free newsletter that they send out, it's very helpful.	POSITIVE
1801891667	 I always cross reference his articles with Dr. Weil, he is another favorite of mine.	POSITIVE
2070437613	Cracker Barrel Restaurant actually distributes a gum made out of cloves.	NEUTRAL
1953537351	 It has regular sugar in it, but I don't get heartburn from it.	POSITIVE
199299937	 Have no idea all the ingredients in there though lol	NEUTRAL
456461295	Ate pineapple yesterday morning, noticed it was a bit tangy.	NEGATIVE
951488167	By noon yesterday, my mouth was on fire, lips and mouth flesh swollen, bottom lip almost droopy.	NEGATIVE
595658645	It's not better now, how long should it take to return to normal, if it is caused by pineapple?	NEGATIVE
273963811	Have sore throat too, with some blistering on throat.	NEGATIVE
3112945652	 Thanks	POSITIVE
1401131667	Thanks for responding.	POSITIVE
2119538045	 Visit urgent care Sunday, he thought it might be reaction to pineapple, gave me steroid shot, no improvement yet, trying to follow up with PCP.	NEGATIVE
411782557	Hello again, You are very welcome.	POSITIVE
459281953	Just wondering , what is PCP ?	NEUTRAL
584089882	  Eve	NEUTRAL
1925127051	Primary care physician	NEUTRAL
266386942	I'm not, doc thinks it  may be thrush mouth due to antibiotics, been on Clotrimazole 10 mg Troche for fourth day, no change tho.	NEGATIVE
140577440	Not sure what's happening.	NEUTRAL
1833470795	I thought I'd kick off a very short post about latex allergies.	NEUTRAL
1483500669	 It is becoming increasingly common, and one way we screen people for potential latex allergies in the hospital is by asking about food allergies.	NEUTRAL
331787583	 Because some proteins in rubber are similar to food proteins, some foods may cause an allergic reaction in people who are allergic to latex.	NEUTRAL
1628789984	The most common of these foods are banana, avocado, chestnut, kiwi fruit and passion fruit.	NEUTRAL
724357008	 If you've ever eaten these foods, and have a funny "tingly" feeling in your mouth, or rash around your mouth after eating them, mention this to your doctor the next time you go.	NEUTRAL
1697004460	 You may be latex-sensitive.	NEUTRAL
808392665	Peek, are you okay with contact latex from glove exposure through the years?	NEUTRAL
1325169983	Here is a good website on Cross Reactions (Latex - Food) I have in my bookmarks.	POSITIVE
975198960	Allergic Cross Reactions - Latex, Fruit, Nuts, Pollen, other -- Good information with % of possible incidence.	POSITIVE
1116105435	 http://www.allergyclinic.co.nz/guides/42.html It wasn't until my daughter had an anaphylactic reaction from a plum (out of the blue) that her kean allergist suggested a blood test for Latex and it was very positive.	NOT_LABELED
1198470486	Latex and foods .. people rarely connect the two!	NEUTRAL
908787970	C~  	NEUTRAL
691708786	Believe it or not, I've not had any problem with latex allergies, despite over 30 years of constant exposure.	POSITIVE
1079509019	 And I'm a fairly allergic person, with asthma, many drug allergies, cat allergies...just not latex.	NEGATIVE
289790400	I've seen many of my coworkers develop it, though.	NEGATIVE
490418070	 Most of our gloves and supplies are latex free, now.	POSITIVE
886768961	I find that to be very interesting.	POSITIVE
1320737345	I didn't know there was a correlation between the proteins.	NEUTRAL
132506093	My daughter is allergic to latex, banana, kiwi, and avocado.	NEGATIVE
1212589610	She carries an epi pin due to the avocado allergy.	NEUTRAL
460824215	My daughter is married and on her own now.	NEUTRAL
902615733	 She found out the hard way about the latex allergy.	NEGATIVE
918328502	Let's just say her first experience with a condom was a nightmare!	NEGATIVE
2342437	LOL	NOT_LABELED
117475253	Oh, my.	NOT_LABELED
2035914120	 Yes, a condom "incident" can be awful.	NEGATIVE
153773573	I have a long list of food intolerances--grains, diary, sesame, soy--and have reacted to band-aids and the latex in the collars and cuffs of turtlenecks and socks, so I'm pretty sure I have a latex sensitivity--I make it part of my medical record to be on the safe side.	NEGATIVE
1591321475	A couple of years ago I was began getting reactions to fresh fruits--first signs of mouth swelling, rashes.	NEGATIVE
1686363641	I was really bummed that I was losing another huge food group.	NEGATIVE
1516281930	Then I read somewhere that birch was a stong cross-reactor with latex and stone fruits, and realized the Tom's toothpaste I used three times a day was sweetened with xylitol made from birch bark.	NEUTRAL
1358884802	Apparently xylitol also occurs in fruits (raspberries and plums are mentioned most often), mushrooms, and corn.	NEUTRAL
1427023148	Maybe it was a coincidence, but I quit using the toothpaste and my reactions to fruit have mostly stopped, though I have to be careful not to eat too many raspberries.	POSITIVE
1586423257	I can relate to the food sensitivities issue all too well myself.	POSITIVE
1585558423	 It can get really frustrating to deal with some days.	NEGATIVE
341599240	 Everything you said about stone fruits is what I was told one time in the hospital, too.	NEUTRAL
1092303454	 I didn't know that it was xylitol that made raspberries a problem food for me, but now I know why they bother me.	NEGATIVE
588971144	 I used to love going to my grandparent's house and pick the fresh raspberries off of the vine, too.	POSITIVE
2030939948	 I definitely have the latex sensitivity myself, because it will definitely burn my skin.	NEGATIVE
847658559	 I know about some of the cross reactions.	NEUTRAL
1326845909	 You're right about it being a huge food group.	NEUTRAL
1648300191	 All because of birch!	NEGATIVE
937833505	 I make it a point to tell my doctors that I'm allergic to latex and band-aids every time they draw blood, too, because the lab techs don't always read the allergy bands that the hospital puts on my wrists.	NEGATIVE
152927186	 I still have to remind my primary care doctor about this one.	NEGATIVE
642286183	One that isn't always mentioned, but is still actually a stone fruit is avacado.	NEUTRAL
27613272	 I was also told that bananas have the same protein in them as latex.	NEUTRAL
1296277875	 They're also "binding" for me.	NEGATIVE
856517981	 I didn't know mushrooms were in this category, I just knew I couldn't eat them either.	NEUTRAL
476635087	 You're right, this pretty much wipes out the fruit category.	NEGATIVE
1128480764	Do you also have problems with mints and other herbs?	NEUTRAL
88545551	 I noticed that you already mentioned cinnamon.	NEUTRAL
1446507977	All peanuts and tree nuts are out for me, too.	NEUTRAL
801299421	 And, anything in the sunflower family, which is another huge family.	NEUTRAL
135619142	 If you're allergic to sunflower oil and seeds, steer clear of calendula oil.	NEUTRAL
1180594086	 Calendula is a very close cousin to marigolds.	NEUTRAL
867958167	 I found out the hard way that they're also in the sunflower family.	NEGATIVE
739684246	 Here's one I bet you didn't know:  Lettuce, spinach and dandelions are all in the sunflower family, too.	NEUTRAL
895824953	 Well, that explains why I'll get nauseous and throw up if I try to eat the stuff.	NEGATIVE
366958709	I can't remember which forum I read, but I have found out that this huge laundry list of food sensitivities that is caused by the cross-reactions to birch is called Oral Allergy Syndrome.	NEUTRAL
566530641	 I know about the mouth blisters inside of the mouth only all too well.	NEGATIVE
885619074	 I've always had some of these blisters from certain foods and substances, but I've noticed that some things are worse than others.	NEGATIVE
56876281	 Citrus is one of the worst ones as far as the blisters inside of the mouth.	NEGATIVE
216371432	 My lips don't like citrus either.	NEGATIVE
796668396	 I'll bet most of our food sensitivities are exactly the same because of that definite allergy to birch.	NEUTRAL
1432679927	It's funny how the food sensitivities tests all have come back negative, even though I know I have bad reactions to these foods and will be sick.	NEGATIVE
1289945988	 But, I'm definitely allergic to birch, as in true allergy.	NEUTRAL
498717933	 So, that explains the laundry list of food sensitivities and the latex and band-aid sensitivities.	NEUTRAL
344666658	Thanks for the link to the allergy cross reactions page.	POSITIVE
987081024	 I bookmarked this page for myself, too.	NEUTRAL
1718822091	 And, I'll pass on this link to a good friend of mine who has the same problem that we both obviously share here.	NEUTRAL
1804066382	WOW .. I have to say I've learned a lot from these posts and have been dealing with latex allergy for 8 yrs now!	POSITIVE
1822897090	 The Xylitol is new to me and I will mention it to my daughter to be careful for that ingredient.	NEUTRAL
639395559	 She is super allergic to birch pollen and mugwort which is a weed that cross reacts with raw carrots .. she gets huge swelling inside her mouth in the OAS you describe above.	NEGATIVE
950604551	 There is a small % of OAS that can migrate into Anaphylaxis so avoidance is key.	NEGATIVE
570453438	C~	NEUTRAL
1958710992	Hehehe.... My first experience with err latex was errr very embarrassing.	NEGATIVE
1829346094	I've been telling people about the Latex-avocado cross allergy for a while.	NEUTRAL
1230129427	I'm a nerd, and typed all the things that bug me in the search on Google a couple years ago, and found out about it.	NEUTRAL
1700294418	I have a very mild reaction to latex, however my reaction to banana's and avocados is increasingly getting worse.	NEGATIVE
37893369	My biggest fear is I'm pre-med, and allergic to latex.	NEGATIVE
1348260492	I really really hope this will not affect my career!	NEGATIVE
1983179387	You may want to have him tested (via blood) to know .. because repeated expsosure must be limited or else it can get worse.	NEUTRAL
21822081	 Glad the dentist uses non-latex gloves, but with his history,it's probably best to know for sureC~	POSITIVE
1055979405	Well everyone can't believe I am posting this, after 36 years and literally probably 25 years of eating shrimp I had my first reaction to it 3 days ago.	NEGATIVE
1393024063	 All I had was cocktail shrimp and cocktail sauce.	NEUTRAL
1250140934	 The same sauce I used last week.	NEUTRAL
729208689	 This time I just ate more shrimp then I normally do.	NEUTRAL
1719360905	 I had no sides or anything with the shrimp just cocktail shrimp.	NEUTRAL
431421872	 And literally 2 hours later I broke out in welts on my thighs and my upper arms.	NEGATIVE
1435931930	 My throat started getting swollen but luckily not to the point where I couldn't breath.	NEGATIVE
771840603	 I took Benadryl that night and it helped with the rash but the symptoms have literally lasted about 3 days now.	POSITIVE
602890240	 I have spoke to some people about this that have allergies and they have mentioned that I will now have to be concerned with Iodine.	NEUTRAL
94744204	 I remember when I got a cat scan back when I was like 18 or so they asked me if I was allergic to eggs before they injected the iodine.	NEUTRAL
1037044296	 So should I also be concerned about my egg intake too?	NEUTRAL
771967398	How long can the rebound reaction last?	NEUTRAL
368291407	 Forgot to ask that lol	NEUTRAL
1342377961	I can't answer that last question, but I do know this one for sure:  Cross reactions must be taken seriously now.	NEGATIVE
1139540056	 So, no lobster and no crabs either.	NEUTRAL
1858569780	 And, since krill are also a related crustacean, you won't want to supplement with krill oil either, even though it's supposed to be superior to fish oil in the way of animal based omega 3 fatty acids.	NEGATIVE
2056145496	I don't have a true allergy to crustaceans, yet, but I watch it, since I've had a globus-like reaction the last few times I ate shrimp.	NEGATIVE
120639784	 Now, I'm scared to eat crustaceans myself.	NEGATIVE
1533880875	 It's more of a food sensitivity, which is why I'm aware of the cross reactions.	NEGATIVE
1684945	 It's all the more important for you with a true allergy.	NEUTRAL
152268655	I would continue to take the Benadryl every 6 hours or so until you reach a point of real relief.	NEUTRAL
1638932654	 I believe ChitChatNine said about three days.	NEUTRAL
1682747464	 So, clearly, you're out of the woods, so to speak, but I would keep taking the Benadryl for a couple more days.	NEUTRAL
104888533	 I know there is a consulting nurse line in Seattle that you can call, too, for answers.	NEUTRAL
650514535	 There is a 24 hour number that your doctor's office should have given you for urgent care when you need to speak with a consulting nurse.	NEUTRAL
1775365146	 If not, you can call the 24 hour line connected with Harbor View.	NEUTRAL
18278634	 You can find the number on this page:  http://www.scn.org/crisis/medical.html  During the day time, you can also call 211 for the community information line.	NEUTRAL
1348102938	Don't panic that you see the word "crisis" in the address.	NEUTRAL
1220278406	 It's a general information page for the Seattle area.	NEUTRAL
76922573	 It even has the number for Bastyr.	NEUTRAL
1986615645	Furball thank you that was perfect information!	POSITIVE
1932033733	 My hives have cleared up this week, but yes I am staying away from all shellfish.	POSITIVE
636789931	 My husband had shrimp last night but I did not touch it or even handle the shells for that matter.	NEUTRAL
1014035342	Good point on the Krill Oil I would have never thought about that also being included in the list.	POSITIVE
150110525	 I am definitely glad there are so many resources here in the Seattle area.	POSITIVE
742523898	Thanks Paderla for the comment, I definitely think that I need to look into some of these reactions after my pregnancy.	NEUTRAL
672216460	 Right now I would be afraid to have any allergy testing performed in case there was something I had a severe reaction to.	NEGATIVE
1688051924	 But yes keeping a food diary I think is the safest bet.	POSITIVE
814174208	Very interesting follow up thank you!	POSITIVE
495818106	 I have been reading more and more into my allergies to get a better understanding of them so this certainly helps :D	POSITIVE
